Date,Location,Blood Type,Donations,Usage,Population,Event,Temperature,Supply,Donate,Use,Supplied
09/01/2023,Mombasa,A-,6,3,302382,Campaign,30,1,60000,30000,10000
09/01/2023,Mombasa,B+,6,6,124830,Campaign,28.5,-1,60000,60000,10000
09/01/2023,Mombasa,B-,3,1,372092,Disaster,29.6,2,30000,10000,20000
09/01/2023,Mombasa,AB+,5,1,226264,Holiday,26.7,3,50000,10000,30000
09/01/2023,Mombasa,AB-,6,1,301930,,17.2,4,60000,10000,40000
09/01/2023,Mombasa,O+,4,7,429383,Holiday,24.3,-4,40000,70000,40000
09/01/2023,Mombasa,O-,8,4,338113,,27.1,2,80000,40000,20000
09/01/2023,Kisumu,A+,2,2,472138,Campaign,22.7,-2,20000,20000,20000
09/01/2023,Kisumu,A-,5,2,400018,Campaign,27.6,1,50000,20000,10000
09/01/2023,Kisumu,B+,5,2,367444,Campaign,33,2,50000,20000,20000
09/01/2023,Kisumu,B-,5,3,357800,,22.1,2,50000,30000,20000
09/01/2023,Kisumu,AB+,2,7,247099,,24.5,-4,20000,70000,40000
09/01/2023,Kisumu,AB-,3,6,493762,Campaign,25.3,-1,30000,60000,10000
09/01/2023,Kisumu,O+,3,3,328583,Holiday,18,-1,30000,30000,10000
09/01/2023,Kisumu,O-,3,4,164374,,25.5,0,30000,40000,0
09/01/2023,Nakuru,A+,7,5,187257,Campaign,20.8,2,70000,50000,20000
09/01/2023,Nakuru,A-,3,3,185809,Campaign,21.3,2,30000,30000,20000
09/01/2023,Nakuru,B+,7,2,313149,Disaster,30.1,3,70000,20000,30000
09/01/2023,Nakuru,B-,4,7,486055,Disaster,26.9,-6,40000,70000,60000
09/01/2023,Nakuru,AB+,6,5,112047,Campaign,26.2,2,60000,50000,20000
09/01/2023,Nakuru,AB-,8,7,440924,,20.8,3,80000,70000,30000
09/01/2023,Nakuru,O+,6,2,449459,,34.5,2,60000,20000,20000
09/01/2023,Nakuru,O-,5,4,382649,,33.4,2,50000,40000,20000
09/01/2023,Eldoret,A+,4,2,255544,Campaign,25.5,2,40000,20000,20000
09/01/2023,Eldoret,A-,11,5,447828,,24.8,5,110000,50000,50000
09/01/2023,Eldoret,B+,6,1,390846,Campaign,24,3,60000,10000,30000
09/01/2023,Eldoret,B-,4,4,269389,Campaign,20,0,40000,40000,0
09/01/2023,Eldoret,AB+,2,1,303645,Holiday,26.5,3,20000,10000,30000
09/01/2023,Eldoret,AB-,8,1,129058,,31.6,7,80000,10000,70000
09/01/2023,Eldoret,O+,6,4,194029,,16.8,-1,60000,40000,10000
09/01/2023,Eldoret,O-,6,6,416821,Holiday,21.8,1,60000,60000,10000
10/01/2023,Nairobi,A+,6,4,343322,Disaster,21.3,4,60000,40000,40000
10/01/2023,Nairobi,A-,2,4,465337,Holiday,33.9,-1,20000,40000,10000
10/01/2023,Nairobi,B+,3,3,297387,Disaster,33.8,2,30000,30000,20000
10/01/2023,Nairobi,B-,8,1,349996,,33.9,9,80000,10000,90000
10/01/2023,Nairobi,AB+,0,5,303911,Disaster,27.7,-5,0,50000,50000
10/01/2023,Nairobi,AB-,5,4,259250,Campaign,29.5,2,50000,40000,20000
10/01/2023,Nairobi,O+,2,6,146794,Holiday,15.6,-5,20000,60000,50000
10/01/2023,Nairobi,O-,8,3,195749,Disaster,20.6,6,80000,30000,60000
10/01/2023,Mombasa,A+,6,4,359536,,15.5,1,60000,40000,10000
10/01/2023,Mombasa,A-,5,4,489827,Holiday,23.2,1,50000,40000,10000
10/01/2023,Mombasa,B+,5,3,470169,Holiday,33.9,0,50000,30000,0
10/01/2023,Mombasa,B-,2,2,292991,Holiday,23.6,-3,20000,20000,30000
10/01/2023,Mombasa,AB+,8,5,329883,Holiday,26.6,2,80000,50000,20000
10/01/2023,Mombasa,AB-,2,1,354445,Disaster,21,-2,20000,10000,20000
10/01/2023,Mombasa,O+,2,2,344492,Holiday,32.9,-3,20000,20000,30000
10/01/2023,Mombasa,O-,4,1,324821,Campaign,20.9,2,40000,10000,20000
10/01/2023,Kisumu,A+,1,4,452651,Campaign,26.5,-2,10000,40000,20000
10/01/2023,Kisumu,A-,8,0,155670,Disaster,15.5,8,80000,0,80000
10/01/2023,Kisumu,B+,4,3,245361,,21.5,-1,40000,30000,10000
10/01/2023,Kisumu,B-,4,6,482489,,23,-4,40000,60000,40000
10/01/2023,Kisumu,AB+,4,2,297065,Holiday,21,1,40000,20000,10000
10/01/2023,Kisumu,AB-,9,2,232085,Holiday,27.1,9,90000,20000,90000
10/01/2023,Kisumu,O+,7,5,143624,Disaster,22.6,3,70000,50000,30000
10/01/2023,Kisumu,O-,4,3,413704,,31.2,1,40000,30000,10000
10/01/2023,Nakuru,A+,8,4,486739,,16.3,5,80000,40000,50000
10/01/2023,Nakuru,A-,6,6,149663,Disaster,23.7,-1,60000,60000,10000
10/01/2023,Nakuru,B+,3,4,466492,,20.8,-2,30000,40000,20000
10/01/2023,Nakuru,B-,1,4,121824,Holiday,32.9,-2,10000,40000,20000
10/01/2023,Nakuru,AB+,7,1,128737,Disaster,26,5,70000,10000,50000
10/01/2023,Nakuru,AB-,4,3,197328,Holiday,29.1,3,40000,30000,30000
10/01/2023,Nakuru,O+,8,4,236674,Campaign,18.6,3,80000,40000,30000
10/01/2023,Nakuru,O-,4,4,471265,Holiday,30.3,-3,40000,40000,30000
10/01/2023,Eldoret,A+,5,4,272213,,20.9,1,50000,40000,10000
10/01/2023,Eldoret,A-,1,0,493053,,28.5,0,10000,0,0
10/01/2023,Eldoret,B+,6,5,172658,Disaster,17.4,2,60000,50000,20000
10/01/2023,Eldoret,B-,4,3,374059,,16.2,-2,40000,30000,20000
10/01/2023,Eldoret,AB+,4,1,139327,Campaign,30.9,3,40000,10000,30000
10/01/2023,Eldoret,AB-,4,4,127017,Holiday,34.1,-2,40000,40000,20000
10/01/2023,Eldoret,O+,5,3,165410,Disaster,25.8,3,50000,30000,30000
10/01/2023,Eldoret,O-,5,1,256623,Disaster,18.7,3,50000,10000,30000
11/01/2023,Nairobi,A+,3,7,281005,Disaster,26.8,-6,30000,70000,60000
11/01/2023,Nairobi,A-,4,4,308846,Disaster,34.8,-2,40000,40000,20000
11/01/2023,Nairobi,B+,4,4,388842,Disaster,32.6,-1,40000,40000,10000
11/01/2023,Nairobi,B-,3,1,141492,Holiday,31.4,2,30000,10000,20000
11/01/2023,Nairobi,AB+,4,4,405775,,17.6,2,40000,40000,20000
11/01/2023,Nairobi,AB-,4,4,260714,Disaster,20.1,0,40000,40000,0
11/01/2023,Nairobi,O+,3,2,178485,Holiday,25.4,0,30000,20000,0
11/01/2023,Nairobi,O-,8,3,263202,,30.4,6,80000,30000,60000
11/01/2023,Mombasa,A+,4,1,243379,,32.3,5,40000,10000,50000
11/01/2023,Mombasa,A-,4,5,162239,Disaster,18.4,1,40000,50000,10000
11/01/2023,Mombasa,B+,4,3,321578,,30,-1,40000,30000,10000
11/01/2023,Mombasa,B-,3,4,409824,Holiday,28.7,-1,30000,40000,10000
11/01/2023,Mombasa,AB+,5,3,150860,Campaign,21.1,1,50000,30000,10000
11/01/2023,Mombasa,AB-,5,4,194162,Campaign,18.3,0,50000,40000,0
11/01/2023,Mombasa,O+,6,1,283175,,19.5,3,60000,10000,30000
11/01/2023,Mombasa,O-,3,5,172588,Disaster,27.8,-4,30000,50000,40000
11/01/2023,Kisumu,A+,3,4,313707,Campaign,21.3,-4,30000,40000,40000
11/01/2023,Kisumu,A-,7,6,223948,Holiday,31.3,-2,70000,60000,20000
11/01/2023,Kisumu,B+,5,4,192393,Holiday,28.2,3,50000,40000,30000
11/01/2023,Kisumu,B-,9,5,382402,Holiday,33.6,5,90000,50000,50000
11/01/2023,Kisumu,AB+,3,4,446594,Disaster,19.7,-4,30000,40000,40000
11/01/2023,Kisumu,AB-,3,3,232924,Disaster,22.8,2,30000,30000,20000
11/01/2023,Kisumu,O+,5,4,332038,Campaign,28.4,0,50000,40000,0
11/01/2023,Kisumu,O-,4,1,499055,Disaster,24.1,5,40000,10000,50000
11/01/2023,Nakuru,A+,5,3,149475,Campaign,22.7,4,50000,30000,40000
11/01/2023,Nakuru,A-,2,3,127056,Disaster,27.7,-1,20000,30000,10000
11/01/2023,Nakuru,B+,6,1,480984,Holiday,20.7,6,60000,10000,60000
11/01/2023,Nakuru,B-,4,3,306160,Campaign,17.6,3,40000,30000,30000
11/01/2023,Nakuru,AB+,5,4,394458,,31.8,0,50000,40000,0
11/01/2023,Nakuru,AB-,2,6,460150,,20,-5,20000,60000,50000
11/01/2023,Nakuru,O+,2,6,426764,Campaign,30.7,-6,20000,60000,60000
11/01/2023,Nakuru,O-,5,2,325547,,17,5,50000,20000,50000
11/01/2023,Eldoret,A+,8,4,221781,Holiday,33.6,3,80000,40000,30000
11/01/2023,Eldoret,A-,5,2,107239,Campaign,28.2,3,50000,20000,30000
11/01/2023,Eldoret,B+,7,2,450691,,23.5,7,70000,20000,70000
11/01/2023,Eldoret,B-,6,3,367811,Holiday,18,0,60000,30000,0
11/01/2023,Eldoret,AB+,4,2,145048,,31.5,0,40000,20000,0
11/01/2023,Eldoret,AB-,6,5,456130,Holiday,28.8,0,60000,50000,0
11/01/2023,Eldoret,O+,4,2,288002,,25.7,0,40000,20000,0
11/01/2023,Eldoret,O-,1,3,404324,Holiday,35,-4,10000,30000,40000
12/01/2023,Nairobi,A+,9,0,481529,Holiday,27.4,8,90000,0,80000
12/01/2023,Nairobi,A-,8,2,152376,Campaign,30.6,6,80000,20000,60000
12/01/2023,Nairobi,B+,3,2,148017,Disaster,16.7,-1,30000,20000,10000
12/01/2023,Nairobi,B-,5,2,217767,,20.7,3,50000,20000,30000
12/01/2023,Nairobi,AB+,8,3,159419,,17,7,80000,30000,70000
12/01/2023,Nairobi,AB-,3,4,410784,,25.9,-1,30000,40000,10000
12/01/2023,Nairobi,O+,10,1,430181,Disaster,27.8,11,100000,10000,110000
12/01/2023,Nairobi,O-,3,6,480416,Campaign,31.8,-6,30000,60000,60000
12/01/2023,Mombasa,A+,4,3,385124,,20,2,40000,30000,20000
12/01/2023,Mombasa,A-,4,3,204456,Holiday,20.4,2,40000,30000,20000
12/01/2023,Mombasa,B+,2,1,287718,Campaign,21.6,-1,20000,10000,10000
12/01/2023,Mombasa,B-,5,2,292873,Disaster,30.8,1,50000,20000,10000
12/01/2023,Mombasa,AB+,4,7,105206,Holiday,34.2,-1,40000,70000,10000
12/01/2023,Mombasa,AB-,5,4,312410,Holiday,26.3,-2,50000,40000,20000
12/01/2023,Mombasa,O+,5,2,350898,Holiday,30.7,1,50000,20000,10000
12/01/2023,Mombasa,O-,1,2,467192,Disaster,32.4,1,10000,20000,10000
12/01/2023,Kisumu,A+,5,4,329170,,28.6,1,50000,40000,10000
12/01/2023,Kisumu,A-,8,2,279927,Campaign,32.5,4,80000,20000,40000
12/01/2023,Kisumu,B+,3,4,469188,,22.6,-2,30000,40000,20000
12/01/2023,Kisumu,B-,2,3,420925,Disaster,28.5,-1,20000,30000,10000
12/01/2023,Kisumu,AB+,3,4,101809,Holiday,31.1,-2,30000,40000,20000
12/01/2023,Kisumu,AB-,6,2,105443,Holiday,17.6,1,60000,20000,10000
12/01/2023,Kisumu,O+,3,3,246210,Holiday,19.1,-1,30000,30000,10000
12/01/2023,Kisumu,O-,8,4,437688,,21.7,6,80000,40000,60000
12/01/2023,Nakuru,A+,3,4,109446,Holiday,32.3,-4,30000,40000,40000
12/01/2023,Nakuru,A-,5,3,193515,Disaster,31.7,3,50000,30000,30000
12/01/2023,Nakuru,B+,5,3,351180,Holiday,27.2,4,50000,30000,40000
12/01/2023,Nakuru,B-,2,3,342644,,25.3,-1,20000,30000,10000
12/01/2023,Nakuru,AB+,8,3,484025,Campaign,18.9,5,80000,30000,50000
12/01/2023,Nakuru,AB-,8,0,304813,Holiday,24.3,10,80000,0,100000
12/01/2023,Nakuru,O+,5,3,360600,,17,3,50000,30000,30000
12/01/2023,Nakuru,O-,9,3,475172,Campaign,30.5,8,90000,30000,80000
12/01/2023,Eldoret,A+,4,5,383116,Holiday,29.5,-4,40000,50000,40000
12/01/2023,Eldoret,A-,8,3,286472,Disaster,17.3,2,80000,30000,20000
12/01/2023,Eldoret,B+,5,3,327363,Campaign,20.9,3,50000,30000,30000
12/01/2023,Eldoret,B-,6,3,128356,Disaster,17.6,3,60000,30000,30000
12/01/2023,Eldoret,AB+,9,3,285333,Campaign,17.8,8,90000,30000,80000
12/01/2023,Eldoret,AB-,1,5,174058,Disaster,28.9,-4,10000,50000,40000
12/01/2023,Eldoret,O+,7,3,371565,Holiday,30.8,1,70000,30000,10000
12/01/2023,Eldoret,O-,4,2,228124,Campaign,16.3,0,40000,20000,0
13/01/2023,Nairobi,A+,6,1,427750,Campaign,26,2,60000,10000,20000
13/01/2023,Nairobi,A-,9,6,391751,Holiday,20.6,4,90000,60000,40000
13/01/2023,Nairobi,B+,3,5,299386,,31.9,-5,30000,50000,50000
13/01/2023,Nairobi,B-,2,0,119159,Disaster,17.8,2,20000,0,20000
13/01/2023,Nairobi,AB+,4,3,260545,Holiday,28.3,2,40000,30000,20000
13/01/2023,Nairobi,AB-,7,2,335230,,25.4,4,70000,20000,40000
13/01/2023,Nairobi,O+,2,1,136031,Campaign,26.9,-1,20000,10000,10000
13/01/2023,Nairobi,O-,7,5,254575,Campaign,34.9,3,70000,50000,30000
13/01/2023,Mombasa,A+,2,1,226901,Disaster,16.3,-2,20000,10000,20000
13/01/2023,Mombasa,A-,6,2,205671,,33.2,2,60000,20000,20000
13/01/2023,Mombasa,B+,8,3,376861,,18.2,3,80000,30000,30000
13/01/2023,Mombasa,B-,10,4,129353,,21,8,100000,40000,80000
13/01/2023,Mombasa,AB+,4,3,416852,Holiday,16.8,1,40000,30000,10000
13/01/2023,Mombasa,AB-,5,8,326180,Disaster,16.7,-3,50000,80000,30000
13/01/2023,Mombasa,O+,12,2,144082,Campaign,32.8,11,120000,20000,110000
13/01/2023,Mombasa,O-,7,5,188687,,30.5,1,70000,50000,10000
13/01/2023,Kisumu,A+,5,5,397207,Holiday,16,1,50000,50000,10000
13/01/2023,Kisumu,A-,8,3,133534,Campaign,28.5,7,80000,30000,70000
13/01/2023,Kisumu,B+,3,1,192577,,25.3,0,30000,10000,0
13/01/2023,Kisumu,B-,5,4,318342,Holiday,19.7,3,50000,40000,30000
13/01/2023,Kisumu,AB+,1,3,118730,Holiday,24.6,-1,10000,30000,10000
13/01/2023,Kisumu,AB-,4,6,256815,Holiday,27.4,-3,40000,60000,30000
13/01/2023,Kisumu,O+,3,1,199648,Holiday,30.2,1,30000,10000,10000
13/01/2023,Kisumu,O-,2,6,339810,,19.1,-7,20000,60000,70000
13/01/2023,Nakuru,A+,3,4,225443,Campaign,26,-1,30000,40000,10000
13/01/2023,Nakuru,A-,6,3,493538,Holiday,32.6,3,60000,30000,30000
13/01/2023,Nakuru,B+,9,1,443047,Holiday,22.2,8,90000,10000,80000
13/01/2023,Nakuru,B-,2,2,444948,Campaign,16.2,-1,20000,20000,10000
13/01/2023,Nakuru,AB+,4,3,398328,Campaign,21.3,3,40000,30000,30000
13/01/2023,Nakuru,AB-,7,2,166854,Campaign,29.2,2,70000,20000,20000
13/01/2023,Nakuru,O+,3,3,363661,,23.6,1,30000,30000,10000
13/01/2023,Nakuru,O-,8,4,288410,,19.6,5,80000,40000,50000
13/01/2023,Eldoret,A+,3,6,215092,Disaster,29.8,-1,30000,60000,10000
13/01/2023,Eldoret,A-,5,4,291142,Disaster,25.4,-2,50000,40000,20000
13/01/2023,Eldoret,B+,6,2,312062,Disaster,18.4,1,60000,20000,10000
13/01/2023,Eldoret,B-,3,2,105308,,33.9,0,30000,20000,0
13/01/2023,Eldoret,AB+,7,1,148023,,33.4,8,70000,10000,80000
13/01/2023,Eldoret,AB-,8,6,376568,Holiday,23.5,1,80000,60000,10000
13/01/2023,Eldoret,O+,4,2,113313,,23,0,40000,20000,0
13/01/2023,Eldoret,O-,3,2,136738,,33.3,3,30000,20000,30000
14/01/2023,Nairobi,A+,5,1,329841,Disaster,30.4,5,50000,10000,50000
14/01/2023,Nairobi,A-,2,2,126292,Holiday,28.4,0,20000,20000,0
14/01/2023,Nairobi,B+,7,2,319115,,22.5,6,70000,20000,60000
14/01/2023,Nairobi,B-,6,1,469894,Disaster,15,5,60000,10000,50000
14/01/2023,Nairobi,AB+,5,2,262924,Holiday,27.9,1,50000,20000,10000
14/01/2023,Nairobi,AB-,1,2,433847,Disaster,19.2,-1,10000,20000,10000
14/01/2023,Nairobi,O+,6,0,198023,Campaign,27.2,3,60000,0,30000
14/01/2023,Nairobi,O-,3,2,474663,Campaign,34,2,30000,20000,20000
14/01/2023,Mombasa,A+,7,0,464399,Disaster,20.2,9,70000,0,90000
14/01/2023,Mombasa,A-,0,2,407947,Campaign,28.6,-3,0,20000,30000
14/01/2023,Mombasa,B+,3,2,277725,Disaster,25.4,3,30000,20000,30000
14/01/2023,Mombasa,B-,7,0,493992,Holiday,31.7,7,70000,0,70000
14/01/2023,Mombasa,AB+,1,1,229041,Holiday,33.8,-2,10000,10000,20000
14/01/2023,Mombasa,AB-,3,3,427567,,23,-3,30000,30000,30000
14/01/2023,Mombasa,O+,3,5,346675,Campaign,32.2,-4,30000,50000,40000
14/01/2023,Mombasa,O-,6,2,392609,Disaster,22.9,4,60000,20000,40000
14/01/2023,Kisumu,A+,6,5,160452,,22.7,3,60000,50000,30000
14/01/2023,Kisumu,A-,4,3,245556,Holiday,17,-2,40000,30000,20000
14/01/2023,Kisumu,B+,7,3,191641,Disaster,30.8,2,70000,30000,20000
14/01/2023,Kisumu,B-,3,1,499801,Disaster,20,4,30000,10000,40000
14/01/2023,Kisumu,AB+,6,4,158346,Holiday,21.2,3,60000,40000,30000
14/01/2023,Kisumu,AB-,8,4,417178,,18.9,3,80000,40000,30000
14/01/2023,Kisumu,O+,8,3,188514,Holiday,34.6,6,80000,30000,60000
14/01/2023,Kisumu,O-,5,1,460349,Disaster,21.3,1,50000,10000,10000
14/01/2023,Nakuru,A+,7,4,176490,Disaster,20.4,2,70000,40000,20000
14/01/2023,Nakuru,A-,8,2,360913,Disaster,15.5,8,80000,20000,80000
14/01/2023,Nakuru,B+,8,5,398670,Disaster,34.7,5,80000,50000,50000
14/01/2023,Nakuru,B-,2,2,237837,Campaign,32.9,2,20000,20000,20000
14/01/2023,Nakuru,AB+,2,3,340792,,22.9,1,20000,30000,10000
14/01/2023,Nakuru,AB-,10,3,254096,,23.9,9,100000,30000,90000
14/01/2023,Nakuru,O+,8,6,125670,Campaign,34,1,80000,60000,10000
14/01/2023,Nakuru,O-,2,3,496289,,30.2,0,20000,30000,0
14/01/2023,Eldoret,A+,7,1,244628,Holiday,17.6,4,70000,10000,40000
14/01/2023,Eldoret,A-,7,2,170303,,25.2,5,70000,20000,50000
14/01/2023,Eldoret,B+,5,2,176652,Campaign,25.2,4,50000,20000,40000
14/01/2023,Eldoret,B-,6,1,145677,,30.8,5,60000,10000,50000
14/01/2023,Eldoret,AB+,4,4,236673,Campaign,33.5,-2,40000,40000,20000
14/01/2023,Eldoret,AB-,3,3,191789,,26.2,1,30000,30000,10000
14/01/2023,Eldoret,O+,4,4,344741,Campaign,15.2,1,40000,40000,10000
14/01/2023,Eldoret,O-,9,1,236924,Holiday,17.7,5,90000,10000,50000
15/01/2023,Nairobi,A+,8,2,460552,,16.5,8,80000,20000,80000
15/01/2023,Nairobi,A-,5,0,497236,Campaign,16.2,3,50000,0,30000
15/01/2023,Nairobi,B+,7,2,440814,Campaign,28.1,4,70000,20000,40000
15/01/2023,Nairobi,B-,5,5,496701,,23.7,-2,50000,50000,20000
15/01/2023,Nairobi,AB+,9,1,276095,Holiday,25.7,8,90000,10000,80000
15/01/2023,Nairobi,AB-,2,3,162536,Campaign,25.6,-1,20000,30000,10000
15/01/2023,Nairobi,O+,8,3,312288,Holiday,23.2,3,80000,30000,30000
15/01/2023,Nairobi,O-,4,2,466720,,24,0,40000,20000,0
15/01/2023,Mombasa,A+,4,3,405965,Disaster,21.3,2,40000,30000,20000
15/01/2023,Mombasa,A-,3,0,119114,Holiday,24.2,3,30000,0,30000
15/01/2023,Mombasa,B+,2,0,326616,Holiday,23.5,3,20000,0,30000
15/01/2023,Mombasa,B-,6,6,169004,Holiday,27.5,-1,60000,60000,10000
15/01/2023,Mombasa,AB+,5,5,158679,Campaign,15.5,1,50000,50000,10000
15/01/2023,Mombasa,AB-,6,0,285852,,22.4,8,60000,0,80000
15/01/2023,Mombasa,O+,1,3,435976,,15.3,0,10000,30000,0
15/01/2023,Mombasa,O-,7,3,259936,Disaster,15.6,3,70000,30000,30000
15/01/2023,Kisumu,A+,6,2,106903,Campaign,30.8,3,60000,20000,30000
15/01/2023,Kisumu,A-,7,7,471448,,28.2,-2,70000,70000,20000
15/01/2023,Kisumu,B+,4,4,182457,,17.3,2,40000,40000,20000
15/01/2023,Kisumu,B-,3,1,169577,Campaign,22.7,1,30000,10000,10000
15/01/2023,Kisumu,AB+,4,2,478902,Disaster,19.8,4,40000,20000,40000
15/01/2023,Kisumu,AB-,1,2,331243,Disaster,19,-2,10000,20000,20000
15/01/2023,Kisumu,O+,3,5,219916,Campaign,15.8,-3,30000,50000,30000
15/01/2023,Kisumu,O-,4,1,193074,Campaign,16.5,0,40000,10000,0
15/01/2023,Nakuru,A+,5,4,390439,,24.1,-2,50000,40000,20000
15/01/2023,Nakuru,A-,2,3,226341,Campaign,22.2,-1,20000,30000,10000
15/01/2023,Nakuru,B+,5,3,305204,Campaign,25.3,2,50000,30000,20000
15/01/2023,Nakuru,B-,5,3,183523,Campaign,31.3,3,50000,30000,30000
15/01/2023,Nakuru,AB+,4,2,227999,,25.6,-1,40000,20000,10000
15/01/2023,Nakuru,AB-,9,3,177913,,17.3,8,90000,30000,80000
15/01/2023,Nakuru,O+,1,3,348247,Campaign,29.6,-3,10000,30000,30000
15/01/2023,Nakuru,O-,4,3,116968,Campaign,21.8,-1,40000,30000,10000
15/01/2023,Eldoret,A+,5,2,477099,,22.5,4,50000,20000,40000
15/01/2023,Eldoret,A-,8,3,466494,Holiday,19.1,4,80000,30000,40000
15/01/2023,Eldoret,B+,6,1,299817,Disaster,19.8,2,60000,10000,20000
15/01/2023,Eldoret,B-,5,4,360774,Holiday,26.3,1,50000,40000,10000
15/01/2023,Eldoret,AB+,9,3,212949,,34,5,90000,30000,50000
15/01/2023,Eldoret,AB-,5,1,274271,,33.6,3,50000,10000,30000
15/01/2023,Eldoret,O+,4,4,284894,,18.5,2,40000,40000,20000
15/01/2023,Eldoret,O-,7,2,167132,Campaign,33.6,5,70000,20000,50000
16/01/2023,Nairobi,A+,6,2,493399,Campaign,34.1,2,60000,20000,20000
16/01/2023,Nairobi,A-,4,6,178116,Campaign,26.7,-4,40000,60000,40000
16/01/2023,Nairobi,B+,7,3,497085,,30.6,1,70000,30000,10000
16/01/2023,Nairobi,B-,6,4,202707,Disaster,34.3,1,60000,40000,10000
16/01/2023,Nairobi,AB+,7,3,367004,Campaign,21.5,5,70000,30000,50000
16/01/2023,Nairobi,AB-,1,1,143222,Disaster,30.4,-1,10000,10000,10000
16/01/2023,Nairobi,O+,3,3,146347,Disaster,27.7,-1,30000,30000,10000
16/01/2023,Nairobi,O-,4,2,124808,Holiday,25.9,4,40000,20000,40000
16/01/2023,Mombasa,A+,5,2,398697,Holiday,27.1,2,50000,20000,20000
16/01/2023,Mombasa,A-,8,6,445597,Holiday,32.5,-1,80000,60000,10000
16/01/2023,Mombasa,B+,4,2,301112,Holiday,17.3,0,40000,20000,0
16/01/2023,Mombasa,B-,7,3,167254,Disaster,29.9,4,70000,30000,40000
16/01/2023,Mombasa,AB+,3,2,220138,,19.5,-2,30000,20000,20000
16/01/2023,Mombasa,AB-,6,3,131626,Campaign,28.7,0,60000,30000,0
16/01/2023,Mombasa,O+,7,4,307295,Campaign,26.5,3,70000,40000,30000
16/01/2023,Mombasa,O-,9,7,229419,,26.2,0,90000,70000,0
16/01/2023,Kisumu,A+,7,4,334595,Campaign,18.3,3,70000,40000,30000
16/01/2023,Kisumu,A-,9,0,177661,Holiday,18.6,8,90000,0,80000
16/01/2023,Kisumu,B+,6,3,174085,Holiday,17.1,0,60000,30000,0
16/01/2023,Kisumu,B-,3,0,402738,Holiday,34.5,5,30000,0,50000
16/01/2023,Kisumu,AB+,7,1,416808,Disaster,21.5,5,70000,10000,50000
16/01/2023,Kisumu,AB-,9,2,474971,,31.6,6,90000,20000,60000
16/01/2023,Kisumu,O+,2,6,220458,,16.7,-6,20000,60000,60000
16/01/2023,Kisumu,O-,1,4,102205,Holiday,20.5,-3,10000,40000,30000
16/01/2023,Nakuru,A+,4,3,480802,,26.7,2,40000,30000,20000
16/01/2023,Nakuru,A-,3,5,249235,Holiday,25.5,-1,30000,50000,10000
16/01/2023,Nakuru,B+,5,2,450458,Disaster,21.2,1,50000,20000,10000
16/01/2023,Nakuru,B-,0,4,333476,Disaster,28.4,-7,0,40000,70000
16/01/2023,Nakuru,AB+,4,3,357709,Holiday,20.4,1,40000,30000,10000
16/01/2023,Nakuru,AB-,6,7,250383,Disaster,30.6,-3,60000,70000,30000
16/01/2023,Nakuru,O+,2,3,339840,Campaign,25.8,-1,20000,30000,10000
16/01/2023,Nakuru,O-,2,4,474833,Holiday,18.9,-1,20000,40000,10000
16/01/2023,Eldoret,A+,4,2,382131,Campaign,15.8,1,40000,20000,10000
16/01/2023,Eldoret,A-,5,2,380733,Holiday,28.3,2,50000,20000,20000
16/01/2023,Eldoret,B+,6,1,241706,Campaign,25,3,60000,10000,30000
16/01/2023,Eldoret,B-,7,4,325946,Campaign,23.6,5,70000,40000,50000
16/01/2023,Eldoret,AB+,5,2,377791,,22,2,50000,20000,20000
16/01/2023,Eldoret,AB-,9,4,418808,,30.8,3,90000,40000,30000
16/01/2023,Eldoret,O+,5,1,341793,Campaign,32.4,2,50000,10000,20000
16/01/2023,Eldoret,O-,3,2,382650,,15.9,0,30000,20000,0
17/01/2023,Nairobi,A+,4,3,411915,Campaign,18.4,3,40000,30000,30000
17/01/2023,Nairobi,A-,4,4,253256,Disaster,27.2,0,40000,40000,0
17/01/2023,Nairobi,B+,5,3,100916,Holiday,24.3,4,50000,30000,40000
17/01/2023,Nairobi,B-,6,5,331621,,35,-2,60000,50000,20000
17/01/2023,Nairobi,AB+,3,2,292858,Holiday,26.6,-1,30000,20000,10000
17/01/2023,Nairobi,AB-,3,2,151103,Campaign,19.7,1,30000,20000,10000
17/01/2023,Nairobi,O+,3,3,260861,Disaster,31.7,1,30000,30000,10000
17/01/2023,Nairobi,O-,4,6,313366,Campaign,34.9,-3,40000,60000,30000
17/01/2023,Mombasa,A+,2,3,221192,Holiday,19.7,-4,20000,30000,40000
17/01/2023,Mombasa,A-,3,2,235014,Holiday,33.6,1,30000,20000,10000
17/01/2023,Mombasa,B+,8,1,264797,Holiday,15.8,8,80000,10000,80000
17/01/2023,Mombasa,B-,1,0,275492,,17.7,2,10000,0,20000
17/01/2023,Mombasa,AB+,11,2,140607,Disaster,28,9,110000,20000,90000
17/01/2023,Mombasa,AB-,4,3,340891,Holiday,22.2,0,40000,30000,0
17/01/2023,Mombasa,O+,2,5,288620,Campaign,32.9,-1,20000,50000,10000
17/01/2023,Mombasa,O-,3,1,364918,Disaster,33.8,3,30000,10000,30000
17/01/2023,Kisumu,A+,4,2,373604,Holiday,30.9,-1,40000,20000,10000
17/01/2023,Kisumu,A-,10,2,137776,Disaster,33,10,100000,20000,100000
17/01/2023,Kisumu,B+,3,1,132354,Campaign,21.2,2,30000,10000,20000
17/01/2023,Kisumu,B-,3,5,308340,Disaster,30.7,-2,30000,50000,20000
